SpeciesName,Genus,Family,Order,Authority,Year,TaxonomicReview,N_authors,N.Countries,Log10BodyMass_g,SppRichPerGenus,Morphometrics,Osteology,Dentition,InternalAnatomy,ShapeDescription,Trichology,Coloration,Karyotype,Molecular,MolMethod,N.Genes,N.Specimens,TaxaComparedExamined,TaxaCompared,N.Pages,N_evidencesI,N_evidencesII
Cacajao hosomi,Cacajao,Pitheciidae,Primates,"Boubli, M. N. F. Silva, Amado, Hrbek, Pontual, & Farias, 2008",2008,0,6,4,3.49136169383427,6,4,0,0,0,0,0,1,0,1,mtDNA,1,5,2,2,4.583,6,3
Cerradomys langguthi,Cerradomys,Cricetidae,Rodentia,"Percequillo, Hingst-Zaher, & Bonvicino, 2008",2008,1,3,1,1.92941892571429,5,4,15,1,0,0,0,1,1,1,mtDNA,1,90,6,5,4.14,23,6
Cerradomys vivoi,Cerradomys,Cricetidae,Rodentia,"Percequillo, Hingst-Zaher, & Bonvicino, 2008",2008,1,3,1,2.04139268515823,5,4,15,1,0,0,0,1,1,1,mtDNA,1,58,6,6,4.14,23,6
Crocidura phuquocensis,Crocidura,Soricidae,Eulipotyphla,"Abramov, Jenkins, Rozhnov, & Kalinin",2008,0,4,3,,180,3,15,1,0,1,0,1,0,0,,0,5,2,8,1.8,21,5
Desmalopex microleucoptera,Desmalopex,Pteropodidae,Chiroptera,"Esselstyn, H. J. D. Garcia, Saulog, & Heaney",2008,0,4,2,2.15624619039734,1,3,6,1,0,1,0,1,0,1,mtDNA,2,13,7,7,5.4,14,6
Elephantulus pilicaudus,Elephantulus,Macroscelididae,Macroscelidea,"Smit, 2008",2008,0,1,1,1.65321251377534,7,4,4,0,0,1,0,1,1,1,MultiLoci,3,17,2,5,8,14,6
Eligmodontia bolsonensis,Eligmodontia,Cricetidae,Rodentia,"Mares, Braun, Coyner, & van den Bussche",2008,0,4,1,1.24303804868629,5,4,15,1,0,1,0,1,0,0,,0,19,5,2,16.3,22,5
Grammomys brevirostris,Grammomys,Muridae,Rodentia,KryÅ¡tufek,2008,0,1,1,,12,0,11,1,0,1,0,1,0,0,,0,1,11,11,4.55,14,4
Hylomyscus walterverheyeni,Hylomyscus,Muridae,Rodentia,"Nicolas, Wendelen, Barriere, Dudu, & Colyn",2008,0,5,3,,14,3,23,1,0,1,0,1,0,0,,0,269,2,2,5.4,29,5
Leopoldamys diwangkarai,Leopoldamys,Muridae,Rodentia,Maryanto & Sinaga,2008,0,2,1,,8,3,20,1,0,1,0,1,0,0,,0,3,3,3,7.25,26,5
Lepilemur scottorum,Lepilemur,Lepilemuridae,Primates,"Lei Runhua, Engberg, Andriantompohavana, McGuire, Mittermeier, Zaonarivelo, Brenneman, & Louis, 2008",2008,0,8,2,2.94448267215017,19,0,0,0,0,0,0,1,0,1,mtDNA,3,,,2,13.25,4,2
Leptomys arfakensis,Leptomys,Muridae,Rodentia,"Musser, K. M. Helgen, & Lunde, 2008",2008,1,3,1,,4,4,19,1,0,0,0,1,0,0,,0,2,4,4,10,25,4
Leptomys paulus,Leptomys,Muridae,Rodentia,"Musser, K. M. Helgen, & Lunde, 2008",2008,1,3,1,,4,4,19,1,0,0,0,1,0,0,,0,13,4,4,10,25,4
Lonchophylla orienticollina,Lonchophylla,Phyllostomidae,Chiroptera,DÃ¡valos & Corthals,2008,0,2,1,,10,6,14,1,0,1,0,1,0,0,,0,38,7,11,10.8,23,5
Microcebus arnholdi,Microcebus,Cheirogaleidae,Primates,"Louis, Engberg, McGuire, McCormick, Randriamampionona, Ranaivoarisoa, C. A. Bailey, Mittermeier, & Lei Runhua, 2008",2008,1,9,2,1.65321251377534,17,6,0,0,0,0,0,1,0,1,mtDNA,2,3,8,5,6.875,9,3
Microcebus macarthurii,Microcebus,Cheirogaleidae,Primates,"Radespiel, Olivieri, Rasolofoson, Rakotondratsimba, Rakotonirainy, Rasoloharijaona, Randrianambinina, Ratsimbazafy, Ratelolahy, Randriamboavonjy, Rasolofoharivelo, Craul, Rakotozafy, & Randrianarison, 2008",2008,0,14,2,1.72427586960079,17,13,0,0,0,0,0,1,0,1,mtDNA,2,3,2,2,6.25,16,3
Microcebus margotmarshae,Microcebus,Cheirogaleidae,Primates,"Louis, Engberg, McGuire, McCormick, Randriamampionona, Ranaivoarisoa, C. A. Bailey, Mittermeier, & Lei Runhua, 2008",2008,1,9,2,1.69019608002851,17,6,0,0,0,0,0,1,0,1,mtDNA,2,5,8,4,6.875,9,3
Miniopterus petersoni,Miniopterus,Miniopteridae,Chiroptera,"Goodman, Bradman, Maminirina, Ryan, Christidis, & Appleton",2008,0,6,3,0.778151250383644,29,4,16,1,0,1,0,1,0,1,mtDNA,1,27,3,5,11.15,24,6
Mops bakarii,Mops,Molossidae,Chiroptera,Stanley,2008,0,1,1,,34,4,15,1,0,1,0,1,0,0,,0,21,5,6,5.75,22,5
Mormopterus francoismoutoui,Mormopterus,Molossidae,Chiroptera,"Goodman, van Vuuren, Ratrimomanarivo, Probst, & Bowie",2008,0,5,3,0.857332496431269,6,4,16,1,0,1,0,1,0,0,,0,50,1,9,6.85,23,5
Murina harpioloides,Murina,Vespertilionidae,Chiroptera,Kruskop & Eger,2008,0,2,2,0.653212513775344,18,3,19,1,0,1,0,1,0,0,,0,2,8,9,5.5,25,5
Myosorex gnoskei,Myosorex,Soricidae,Eulipotyphla,"Kerbis Peterhans, Hutterer, Kaliba, & Mazibuko",2008,0,4,3,0.903089986991944,14,3,10,1,0,1,0,1,0,0,,0,1,6,6,6.9,16,5
Myotis phanluongi,Myotis,Vespertilionidae,Chiroptera,"Borisenko, Kruskop, & Ivanova",2008,0,3,2,,114,7,22,1,0,1,0,1,0,0,,0,5,6,5,10.1,32,5
Notomys robustus,Notomys,Muridae,Rodentia,"Mahoney, M. J. Smith, & Medlin",2008,0,3,1,,9,1,34,1,0,1,0,1,0,0,,0,20,,9,15.9,38,5
Oxymycterus wayku,Oxymycterus,Cricetidae,Rodentia,"Jayat, D'ElÃ­a, PardiÃ±as, Miotti, & Ortiz",2008,0,5,2,1.88366143515362,14,3,13,1,0,1,0,1,0,1,mtDNA,1,8,4,6,16.05,20,6
Paratriaenops pauliani,Paratriaenops,Rhinonycteridae,Chiroptera,Goodman & Ranivo,2008,0,2,2,,2,4,10,1,0,1,0,1,0,0,,0,6,2,4,5.65,17,5
Phyllomys sulinus,Phyllomys,Echimyidae,Rodentia,"Leite, Christoff, & Fagundes, 2008",2008,0,3,1,2.27875360095283,12,4,23,1,0,1,0,1,1,1,mtDNA,1,23,1,4,3.25,32,7
Praomys coetzeei,Praomys,Muridae,Rodentia,Van der Straeten,2008,0,1,1,,12,3,24,1,0,1,0,1,0,0,,0,27,4,4,6.1,30,5
Rhynchocyon udzungwensis,Rhynchocyon,Macroscelididae,Macroscelidea,"Rathbun & Rovero, 2008",2008,0,2,2,2.85186960072977,4,5,3,1,0,0,0,1,0,0,,0,5,8,5,3.75,10,4
Setirostris eleryi,Setirostris,Molossidae,Chiroptera,"Reardon & McKenzie in Reardon, M. Adams, McKenzie, & Jenkins",2008,0,2,2,,0,14,13,1,0,1,0,1,0,1,Allozyme,0,19,6,10,23.15,30,6
Tarsius tumpara,Tarsius,Tarsiidae,Primates,"Shekelle, Groves, Merker, & Supriatna, 2008",2008,0,4,4,2.01703333929878,7,0,4,1,0,0,0,1,0,0,,0,2,1,1,3.75,6,3
Trachypithecus selangorensis,Trachypithecus,Cercopithecidae,Primates,"Roos, Nadler, & Walter, 2008",2008,0,3,2,,20,4,0,0,0,0,0,1,0,1,mtDNA,1,7,5,1,2.5,6,3
Tylonycteris pygmaea,Tylonycteris,Vespertilionidae,Chiroptera,"Feng Qing, Li Song, & Wang Yingxiang",2008,0,3,1,0.397940008672038,4,19,25,1,0,1,0,1,0,0,,0,7,2,2,8.25,47,5
Aotus jorgehernandezi,Aotus,Aotidae,Primates,"Defler & Bueno, 2007",2007,0,2,1,2.94101424370557,10,0,0,0,0,0,0,1,1,0,,0,1,,1,3.75,2,2
Avahi betsileo,Avahi,Indriidae,Primates,"Andriantompohavana, Lei Runhua, Zaonarivelo, Engberg, Nalanirina, McGuire, Shore, Andrianasolo, Herrington, Brenneman, & Louis, 2007",2007,1,11,2,3.02118929906994,7,13,1,1,0,0,0,1,0,1,mtDNA,2,10,10,4,28,18,5
Barbastella beijingensis,Barbastella,Vespertilionidae,Chiroptera,"Zhang Jinshuo, Han Naijian, G. Jones, Lin Liangkong, Zhang Junpeng, Zhu Guanjian, Huang Dawei, & Zhang Shuyi",2007,0,8,2,,4,9,15,1,0,1,0,1,0,1,mtDNA,2,2,3,3,4.8,29,6
Crocidura batakorum,Crocidura,Soricidae,Eulipotyphla,Hutterer,2007,0,1,1,,179,3,10,1,0,1,0,1,0,0,,0,1,5,15,10.95,16,5
Crocidura hikmiya,Crocidura,Soricidae,Eulipotyphla,"S. Meegaskumbura, M. Meegaskumbura, Pethiyagoda, Manamendra-Arachchi, & Schneider",2007,0,5,2,0.886490725172482,179,6,23,1,0,1,0,1,0,1,mtDNA,2,7,7,7,7.8,34,6
Crocidura panayensis,Crocidura,Soricidae,Eulipotyphla,Hutterer,2007,0,1,1,,179,3,10,1,0,1,0,1,0,1,nucDNA,1,1,6,5,12.6,17,6
Crocidura sokolovi,Crocidura,Soricidae,Eulipotyphla,"Jenkins, Abramov, Rozhnov, & Makarova",2007,0,4,2,,179,3,19,1,0,1,0,1,0,0,,0,3,1,1,9,25,5
Dyacopterus rickarti,Dyacopterus,Pteropodidae,Chiroptera,"K. M. Helgen, Kock, Gomez, & Ingle in K. M. Helgen, Kock, Gomez, Ingle, & Sinaga",2007,0,4,4,,2,12,9,1,0,1,0,1,0,0,,0,6,2,2,11.65,24,5
Eliurus danieli,Eliurus,Nesomyidae,Rodentia,Carleton & Goodman,2007,0,2,2,1.98000337158375,10,4,18,1,0,1,0,1,0,0,,0,4,7,3,10.75,25,5
Hipposideros boeadii,Hipposideros,Hipposideridae,Chiroptera,"P. J. J. Bates, Rossiter, Suyanto, & Kingston",2007,0,4,3,0.886490725172482,63,10,18,1,0,1,0,1,0,0,,0,4,9,16,10.9,31,5
Juliomys ossitenuis,Juliomys,Cricetidae,Rodentia,"L. P. Costa, S. E. Pavan, Leite, & Fagundes, 2007",2007,0,4,1,1.34242268082221,2,4,28,1,0,1,0,1,1,1,mtDNA,1,28,2,2,11.25,37,7
Kerivoula krauensis,Kerivoula,Vespertilionidae,Chiroptera,"Francis, Kingston, & Zubaid",2007,0,3,3,0.544068044350276,25,3,9,1,0,1,0,1,0,1,DNABarcode,1,59,1,12,8.15,16,6
Kerivoula titania,Kerivoula,Vespertilionidae,Chiroptera,"P. J. J. Bates, Struebig, Hayes, Furey, Khin Mya Mya, Vu Dinh Thong, Pham Duc Tien, Nguyen Truong Son, D. L. Harrison, Francis, & Csorba",2007,0,11,5,0.681241237375587,25,9,16,1,0,1,0,1,0,0,,0,21,4,15,6.3,28,5
Lepilemur otto,Lepilemur,Lepilemuridae,Primates,"Craul, E. Zimmermann, Rasoloharijaona, Randrianambinina, & Radespiel, 2007",2007,0,5,2,2.97220283837906,24,10,0,0,0,0,0,1,0,1,mtDNA,3,6,,2,3.125,14,3
Lonchophylla fornicata,Lonchophylla,Phyllostomidae,Chiroptera,Woodman,2007,0,1,1,,9,4,12,1,0,1,0,1,0,0,,0,10,12,13,13.3,19,5
Lophuromys chercherensis,Lophuromys,Muridae,Rodentia,"Lavrenchenko, W. N. Verheyen, E. Verheyen, Hulselmans, & Leirs, 2007",2007,0,5,2,1.81291335664286,33,5,24,1,0,0,0,1,0,1,mtDNA,1,9,6,8,8,32,5
Lophuromys kilonzoi,Lophuromys,Muridae,Rodentia,"Verheyen, Hulselmans, Dierckx, Mulungu, Leirs, Corti, & Verheyen, 2007",2007,0,7,3,1.70757017609794,33,5,24,1,0,0,0,0,0,1,mtDNA,1,23,20,20,2.9,31,4
Lophuromys machangui,Lophuromys,Muridae,Rodentia,"Verheyen, Hulselmans, Dierckx, Mulungu, Leirs, Corti, & Verheyen, 2007",2007,0,7,3,1.68124123737559,33,5,24,1,0,0,0,0,0,1,mtDNA,1,31,20,20,2.9,31,4
Lophuromys makundii,Lophuromys,Muridae,Rodentia,"Verheyen, Hulselmans, Dierckx, Mulungu, Leirs, Corti, & Verheyen, 2007",2007,0,7,3,1.69897000433602,33,5,24,1,0,0,0,0,0,1,mtDNA,1,20,20,20,2.9,31,4
Lophuromys menageshae,Lophuromys,Muridae,Rodentia,"Lavrenchenko, W. N. Verheyen, E. Verheyen, Hulselmans, & Leirs, 2007",2007,0,5,2,1.85733249643127,33,5,24,1,0,0,0,1,1,1,mtDNA,1,10,6,8,8,33,6
Lophuromys pseudosikapusi,Lophuromys,Muridae,Rodentia,"Lavrenchenko, W. N. Verheyen, E. Verheyen, Hulselmans, & Leirs, 2007",2007,0,5,2,1.82607480270083,33,5,24,1,0,0,0,1,1,1,mtDNA,1,2,6,8,8,33,6
Lophuromys sabunii,Lophuromys,Muridae,Rodentia,"Verheyen, Hulselmans, Dierckx, Mulungu, Leirs, Corti, & Verheyen, 2007",2007,0,7,3,1.64345267648619,33,5,24,1,0,0,0,0,0,1,mtDNA,1,28,20,20,2.9,31,4
Lophuromys stanleyi,Lophuromys,Muridae,Rodentia,"Verheyen, Hulselmans, Dierckx, Mulungu, Leirs, Corti, & Verheyen, 2007",2007,0,7,3,1.7160033436348,33,5,24,1,0,0,0,0,0,1,mtDNA,1,23,20,20,2.9,31,4
Microcebus bongolavensis,Microcebus,Cheirogaleidae,Primates,"Olivieri, E. Zimmermann, Randrianambinina, Rasoloharijaona, Rakotondravony, Guschanski, & Radespiel, 2007",2007,0,7,2,1.79934054945358,14,13,0,0,0,0,0,1,0,1,mtDNA,1,3,1,2,5.5,15,3
Microcebus danfossi,Microcebus,Cheirogaleidae,Primates,"Olivieri, E. Zimmermann, Randrianambinina, Rasoloharijaona, Rakotondravony, Guschanski, & Radespiel, 2007",2007,0,7,2,1.8750612633917,14,13,0,0,0,0,0,1,0,1,mtDNA,1,3,1,2,5.5,15,3
Micronycteris giovanniae,Micronycteris,Phyllostomidae,Chiroptera,"R. J. Baker & Fonseca in René M. Fonseca , Steven R. Hoofer, Calvin A. Porter, Chrissy A. Cline, Deidre A. Parish, Federico G. Hoffmann, and Robert J. Baker",2007,0,2,1,0.934498451243568,8,11,17,1,0,1,0,1,1,1,mtDNA,1,1,3,3,15.2,33,7
Mictomicrotus liangshanensis,Mictomicrotus,Cricetidae,Rodentia,"Liu Shaoying, Sun Zhiyu, Zeng Zongyong, & Zhao Ermi",2007,0,4,1,1.77815125038364,0,3,10,1,0,1,0,1,0,0,,0,18,4,4,5.6,16,5
Miniopterus sororculus,Miniopterus,Miniopteridae,Chiroptera,"Goodman, Ryan, Maminirina, Fahr, Christidis, & Appleton",2007,0,6,4,0.903089986991944,28,4,16,1,0,1,0,1,0,1,mtDNA,1,38,4,19,8.85,24,6
Mogera kanoana,Mogera,Talpidae,Eulipotyphla,"Kawada, Shinohara, Kobayashi, Harada, Oda, & Lin Liangkong",2007,1,6,2,1.77085201164214,9,5,15,1,0,1,0,1,1,1,mtDNA,2,3,6,4,12.1,26,7
Monodelphis handleyi,Monodelphis,Didelphidae,Didelphimorphia,"Solari, 2007",2007,0,1,1,1.7419390777292,17,5,6,1,0,0,0,1,0,1,mtDNA,1,8,5,4,6.5,14,5
Myzopoda schliemanni,Myzopoda,Myzopodidae,Chiroptera,"Goodman, Rakotondraparany, & Kofoky",2007,0,3,2,1.01283722470517,1,16,11,1,0,1,0,1,0,0,,0,8,1,1,11.05,30,5
Phyllotis anitae,Phyllotis,Cricetidae,Rodentia,"Jayat, D'ElÃ­a, PardiÃ±as, & Namen",2007,0,4,2,1.57403126772772,18,3,16,1,0,1,0,1,0,1,mtDNA,1,5,9,11,13.16,23,6
Rhynchomys banahao,Rhynchomys,Muridae,Rodentia,"Balete, Rickart, Rosell-Ambal, Jansa, & Heaney, 2007",2007,0,5,2,2.19033169817029,3,5,28,1,0,0,0,1,0,0,,0,2,3,2,5.875,35,4
Rhynchomys tapulao,Rhynchomys,Muridae,Rodentia,"Balete, Rickart, Rosell-Ambal, Jansa, & Heaney, 2007",2007,0,5,2,2.19312459835446,3,5,28,1,0,0,0,1,0,0,,0,3,3,3,5.875,35,4
Sorex altoensis,Sorex,Soricidae,Eulipotyphla,"Carraway, 2007",2007,0,1,1,,85,3,36,1,0,0,0,1,0,0,,0,176,,8,1.7,41,4
Sorex ixtlanensis,Sorex,Soricidae,Eulipotyphla,"Carraway, 2007",2007,0,1,1,0.903089986991944,85,3,36,1,0,0,0,1,0,0,,0,58,,10,1.7,41,4
Sorex mediopua,Sorex,Soricidae,Eulipotyphla,"Carraway, 2007",2007,0,1,1,0.903089986991944,85,3,36,1,0,0,0,1,0,0,,0,38,,5,1.7,41,4
Sorex rohweri,Sorex,Soricidae,Eulipotyphla,"R. L. Rausch, Feagin, & V. R. Rausch",2007,,3,,0.707570176097936,85,,,,,,,,,,,,,,,,,
Spermophilus taurensis,Spermophilus,Sciuridae,Rodentia,"GÃ¼ndÃ¼z, Jaarola, Tez, Yeniyurt, Polly, & Searle",2007,0,6,5,2.41497334797082,14,3,13,1,0,1,0,1,1,1,MultiLoci,5,25,3,2,13.5,25,7
Styloctenium mindorense,Styloctenium,Pteropodidae,Chiroptera,Esselstyn,2007,0,1,1,2.32633586092875,1,3,15,1,0,1,0,1,0,0,,0,4,8,1,4.25,21,5
Thomasomys andersoni,Thomasomys,Cricetidae,Rodentia,Salazar-Bravo & Yates,2007,0,2,1,1.54406804435028,43,4,13,1,0,1,0,1,1,1,mtDNA,1,2,15,5,17.78,22,7
Anoura cadenai,Anoura,Phyllostomidae,Chiroptera,Mantilla-Meluk & R. J. Baker,2006,0,2,1,,8,11,7,1,0,1,0,1,0,0,,0,13,4,3,11.4,21,5
Apomys camiguinensis,Apomys,Muridae,Rodentia,Heaney & Tabaranza,2006,0,2,2,1.67209785793572,9,3,14,1,0,1,0,1,0,0,,0,20,3,2,11.25,20,5
Avahi meridionalis,Avahi,Indriidae,Primates,"Zaramody, Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall, & Rumpler, 2006",2006,1,9,5,3.12221587827283,6,5,0,0,0,0,0,1,1,1,mtDNA,1,6,5,2,2.75,8,4
Avahi peyrierasi,Avahi,Indriidae,Primates,"Zaramody, Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall, & Rumpler, 2006",2006,1,9,5,2.96378782734556,6,5,0,0,0,0,0,1,1,1,mtDNA,1,11,5,3,2.75,8,4
Avahi ramanantsoavani,Avahi,Indriidae,Primates,"Zaramody, Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall, & Rumpler, 2006",2006,1,9,5,2.99122607569249,6,5,0,0,0,0,0,1,1,1,mtDNA,1,11,5,3,2.75,8,4
Carollia benkeithi,Carollia,Phyllostomidae,Chiroptera,"Solari & R. J. Baker, 2006",2006,0,2,1,,7,5,10,1,0,0,0,1,1,1,mtDNA,1,47,8,1,9.75,19,6
Eptesicus taddeii,Eptesicus,Vespertilionidae,Chiroptera,"J. M. D. Miranda, Bernardi, & Passos, 2006",2006,0,3,1,,21,4,10,1,0,0,0,1,0,0,,0,24,1,4,8.75,16,4
Harpiola isodon,Harpiola,Vespertilionidae,Chiroptera,"Kuo Haochih, Fang Yinping, Csorba, & Lee Lingling",2006,0,4,2,,1,1,13,1,0,1,0,1,0,0,,0,11,15,1,5.35,17,5
Heteromys nubicolens,Heteromys,Heteromyidae,Rodentia,R. P. Anderson & Timm,2006,0,2,1,1.83250891270624,15,3,11,1,0,1,0,1,0,0,,0,84,9,8,20.95,17,5
Hipposideros khaokhouayensis,Hipposideros,Hipposideridae,Chiroptera,GuillÃ©n-Servent & Francis,2006,0,2,2,0.982271233039569,62,9,23,1,0,1,0,1,0,1,mtDNA,1,12,3,3,12.75,36,6
Hsunycteris cadenai,Hsunycteris,Phyllostomidae,Chiroptera,Woodman & Timm,2006,1,2,1,,2,3,12,1,0,1,0,1,0,0,,0,7,11,13,31.8,18,5
Hsunycteris pattoni,Hsunycteris,Phyllostomidae,Chiroptera,"(Woodman & Timm, 2006)",2006,0,2,1,1.17609125905568,2,3,12,1,0,0,0,1,0,0,,0,1,11,12,2.61,17,4
Isothrix barbarabrownae,Isothrix,Echimyidae,Rodentia,B. D. Patterson & Velazco,2006,0,2,1,2.11494441571258,5,0,19,1,0,1,0,1,0,0,,0,1,5,4,8.45,22,4
Lepilemur aeeclis,Lepilemur,Lepilemuridae,Primates,"Andriaholinirina, Fausser, Roos, Zinner, Thalmann, Rabarivola, Ravoarimanana, Ganzhorn, Meier, Hilgartner, Walter, Zaramody, Langer, Hahn, E. Zimmermann, Radespiel, Craul, Tomiuk, Tattersall, & Rumpler, 2006",2006,1,20,5,2.98677173426625,24,6,16,1,0,0,0,1,1,0,,0,6,5,10,2.41666,25,5
Lepilemur ahmansoni,Lepilemur,Lepilemuridae,Primates,"Louis, Engberg, Lei Runhau, Geng Huimin, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney, & Brenneman, 2006",2006,1,15,2,,,3,12,1,0,0,0,0,0,1,mtDNA,3,4,,6,2.409,19,4
Lepilemur betsileo,Lepilemur,Lepilemuridae,Primates,"Louis, Engberg, Lei Runhau, Geng Huimin, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney, & Brenneman, 2006",2006,1,15,2,1.46239799789896,18,3,12,1,0,0,0,0,0,1,mtDNA,3,3,,3,2.409,19,4
Lepilemur fleuretae,Lepilemur,Lepilemuridae,Primates,"Louis, Engberg, Lei Runhau, Geng Huimin, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney, & Brenneman, 2006",2006,1,15,2,3.05690485133647,18,3,12,1,0,0,0,0,0,1,mtDNA,3,1,,6,2.409,19,4
Lepilemur grewcocki,Lepilemur,Lepilemuridae,Primates,"Louis, Engberg, Lei Runhau, Geng Huimin, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney, & Brenneman, 2006",2006,1,15,2,,,3,12,1,0,0,0,0,0,1,mtDNA,3,3,,3,2.409,19,4
Lepilemur hubbardi,Lepilemur,Lepilemuridae,Primates,"Louis, Engberg, Lei Runhau, Geng Huimin, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney, & Brenneman, 2006",2006,1,15,2,,,3,12,1,0,0,0,0,0,1,mtDNA,3,7,,1,2.409,19,4
Lepilemur jamesi,Lepilemur,Lepilemuridae,Primates,"Louis, Engberg, Lei Runhau, Geng Huimin, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney, & Brenneman, 2006",2006,1,15,2,,,3,12,1,0,0,0,0,0,1,mtDNA,3,10,,2,2.409,19,4
Lepilemur milanoii,Lepilemur,Lepilemuridae,Primates,"Louis, Engberg, Lei Runhau, Geng Huimin, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney, & Brenneman, 2006",2006,1,15,2,2.91381385238372,18,3,12,1,0,0,0,0,0,1,mtDNA,3,15,,4,2.409,19,4
Lepilemur petteri,Lepilemur,Lepilemuridae,Primates,"Louis, Engberg, Lei Runhau, Geng Huimin, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney, & Brenneman, 2006",2006,1,15,2,2.80277372529198,18,3,12,1,0,0,0,0,0,1,mtDNA,3,5,,1,2.409,19,4
Lepilemur randrianasoloi,Lepilemur,Lepilemuridae,Primates,"Andriaholinirina, Fausser, Roos, Zinner, Thalmann, Rabarivola, Ravoarimanana, Ganzhorn, Meier, Hilgartner, Walter, Zaramody, Langer, Hahn, E. Zimmermann, Radespiel, Craul, Tomiuk, Tattersall, & Rumpler, 2006",2006,1,20,5,2.94448267215017,24,6,0,0,0,0,0,1,1,0,,0,9,5,10,2.41666,8,3
Lepilemur sahamalaza,Lepilemur,Lepilemuridae,Primates,"Andriaholinirina, Fausser, Roos, Zinner, Thalmann, Rabarivola, Ravoarimanana, Ganzhorn, Meier, Hilgartner, Walter, Zaramody, Langer, Hahn, E. Zimmermann, Radespiel, Craul, Tomiuk, Tattersall, & Rumpler, 2006",2006,1,20,5,,24,7,0,0,0,0,0,1,1,0,,0,6,5,10,2.41666,9,3
Lepilemur seali,Lepilemur,Lepilemuridae,Primates,"Louis, Engberg, Lei Runhau, Geng Huimin, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney, & Brenneman, 2006",2006,1,15,2,3.01283722470517,18,3,12,1,0,0,0,0,0,1,mtDNA,3,8,,2,2.409,19,4
Lepilemur tymerlachsoni,Lepilemur,Lepilemuridae,Primates,"Louis, Engberg, Lei Runhau, Geng Huimin, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney, & Brenneman, 2006",2006,1,15,2,2.99122607569249,18,3,12,1,0,0,0,0,0,1,mtDNA,3,10,,5,2.409,19,4
Lepilemur wrighti,Lepilemur,Lepilemuridae,Primates,"Louis, Engberg, Lei Runhau, Geng Huimin, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney, & Brenneman, 2006",2006,1,15,2,2.97772360528885,18,3,12,1,0,0,0,0,0,1,mtDNA,3,6,,4,2.409,19,4
Microcebus jollyae,Microcebus,Cheirogaleidae,Primates,"Louis, Coles, Andriantompohavana, Sommer, Engberg, Zaonarivelo, Mayor, & Brenneman, 2006",2006,1,8,2,1.81822589361396,12,4,0,0,0,0,0,1,0,1,mtDNA,4,3,14,2,7.5,9,3
Microcebus mamiratra,Microcebus,Cheirogaleidae,Primates,"Andriantompohavana, Zaonarivelo, Engberg, Randriamampionona, McGuire, Shore, Rakotonomenjanahary, Brenneman, & Louis, 2006",2006,0,9,2,1.84010609445676,12,6,0,0,0,0,0,1,0,1,mtDNA,2,4,11,4,11,9,3
Microcebus simmonsi,Microcebus,Cheirogaleidae,Primates,"Louis, Coles, Andriantompohavana, Sommer, Engberg, Zaonarivelo, Mayor, & Brenneman, 2006",2006,1,8,2,1.91539983521227,12,4,0,0,0,0,0,1,0,1,mtDNA,4,6,14,1,7.5,9,3
Microgale jobihely,Microgale,Tenrecidae,Afrosoricida,"Goodman, Raxworthy, Maminirina, & L. E. Olson, 2006",2006,0,4,2,0.954242509439325,19,5,17,1,0,0,0,1,0,1,mtDNA,1,12,2,9,8.5,25,5
Mus cypriacus,Mus,Muridae,Rodentia,"Cucchi, Orth, Auffray, Renaud, L. Fabre, Catalan, Hadjisterkotis, Bonhomme, & Vigne",2005,0,9,2,1.7041505168398,40,3,2,1,0,1,0,1,0,1,MultiLoci,2,19,4,1,24.5,10,6
Paremballonura tiavato,Paremballonura,Emballonuridae,Chiroptera,"Goodman, Cardiff, Ranivo, Russel, & Yoder",2006,0,5,2,0.568201724066995,1,10,12,1,0,1,0,1,0,1,mtDNA,2,45,1,9,9.55,27,6
